City,State,Tier,Skill,Skill_Key,City_Key,Rate_Type,Rate_Mode,Unit,Currency,Local_Hourly_Min_INR,Local_Hourly_Max_INR,Local_Day_Min_INR,Local_Day_Max_INR,Platform_Cost_Min_INR,Platform_Cost_Max_INR,Platform_Cost_Basis,Effective_From,Effective_To,Is_Active,Source,Confidence
Pimpri-Chinchwad,Maharashtra,Tier 2,TV / Electronics Repair,tv_repair,pimpri_chinchwad,per_visit,per_visit,visit,INR,,,330,560,499,1099,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Mobile Phone Repair,mobile_repair,pimpri_chinchwad,per_visit,per_visit,visit,INR,,,260,500,379,829,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Computer / Laptop Repair,computer_repair,pimpri_chinchwad,per_visit,per_visit,visit,INR,,,330,600,499,1099,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,pimpri_chinchwad,per_visit,per_visit,visit,INR,,,670,1150,1250,2500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Landscaping / Gardener,landscaping,pimpri_chinchwad,mixed,daily,day,INR,78,105,624,840,1000,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Security Guard,security_guard,pimpri_chinchwad,mixed,daily,day,INR,75,98,750,980,1350,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Driver / Chauffeur,driver,pimpri_chinchwad,mixed,daily,day,INR,108,142,1080,1420,1700,2900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Packers & Movers,packers_movers,pimpri_chinchwad,per_visit,per_visit,visit,INR,,,2800,5000,4000,10000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Construction Labour / Demolition,construction_labour,pimpri_chinchwad,mixed,daily,day,INR,98,128,784,1024,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Pimpri-Chinchwad,Maharashtra,Tier 2,Other,other,pimpri_chinchwad,mixed,daily,day,INR,115,150,918,1200,1600,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Painter,painter,panvel,mixed,daily,day,INR,115,145,900,1150,1400,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Plumber,plumber,panvel,mixed,daily,day,INR,140,175,1120,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Electrician,electrician,panvel,mixed,daily,day,INR,135,175,1080,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Carpenter,carpenter,panvel,mixed,daily,day,INR,130,170,1040,1360,2000,3500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Mason / Bricklayer,mason,panvel,mixed,daily,day,INR,125,165,1000,1320,1600,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Tiler,tiler,panvel,mixed,daily,day,INR,120,158,960,1264,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Welder,welder,panvel,mixed,daily,day,INR,135,175,1080,1400,1700,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,AC Technician,ac_technician,panvel,mixed,daily,day,INR,175,235,1400,1880,3200,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,panvel,mixed,daily,day,INR,103,135,824,1080,2100,4000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Pest Control,pest_control,panvel,per_visit,per_visit,visit,INR,,,950,1700,1500,3000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Handyman / General Helper,handyman,panvel,mixed,daily,day,INR,88,115,704,920,1200,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Waterproofing Specialist,waterproofing,panvel,mixed,daily,day,INR,150,195,1200,1560,2100,3400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,False Ceiling Specialist,false_ceiling,panvel,mixed,daily,day,INR,150,195,1200,1560,2100,3500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Interior Designer (Basic),interior_designer,panvel,mixed,daily,day,INR,330,505,2640,4040,4100,8200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Roofer,roofer,panvel,mixed,daily,day,INR,125,165,1000,1320,1600,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Flooring Specialist,flooring,panvel,mixed,daily,day,INR,122,160,976,1280,1600,2700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,panvel,mixed,daily,day,INR,122,160,976,1280,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Geyser / Water Heater Repair,geyser_repair,panvel,per_visit,per_visit,visit,INR,,,380,580,699,1299,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,RO / Water Purifier Service,ro_service,panvel,per_visit,per_visit,visit,INR,,,280,470,449,849,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Washing Machine Repair,washing_machine_repair,panvel,per_visit,per_visit,visit,INR,,,430,670,699,1299,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,TV / Electronics Repair,tv_repair,panvel,per_visit,per_visit,visit,INR,,,330,560,499,1099,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Mobile Phone Repair,mobile_repair,panvel,per_visit,per_visit,visit,INR,,,260,500,379,829,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Computer / Laptop Repair,computer_repair,panvel,per_visit,per_visit,visit,INR,,,330,600,499,1099,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,panvel,per_visit,per_visit,visit,INR,,,670,1150,1250,2500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Landscaping / Gardener,landscaping,panvel,mixed,daily,day,INR,78,105,624,840,1000,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Security Guard,security_guard,panvel,mixed,daily,day,INR,75,98,750,980,1350,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Driver / Chauffeur,driver,panvel,mixed,daily,day,INR,108,142,1080,1420,1700,2900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Packers & Movers,packers_movers,panvel,per_visit,per_visit,visit,INR,,,2800,5000,4000,10000,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Construction Labour / Demolition,construction_labour,panvel,mixed,daily,day,INR,98,128,784,1024,1300,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Raigad/Panvel,Maharashtra,Tier 2,Other,other,panvel,mixed,daily,day,INR,115,150,918,1200,1600,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Painter,painter,nashik,mixed,daily,day,INR,80,110,650,880,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Plumber,plumber,nashik,mixed,daily,day,INR,90,125,720,1000,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Electrician,electrician,nashik,mixed,daily,day,INR,85,115,680,920,1400,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Carpenter,carpenter,nashik,mixed,daily,day,INR,85,115,680,920,1400,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Mason / Bricklayer,mason,nashik,mixed,daily,day,INR,82,110,655,880,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Tiler,tiler,nashik,mixed,daily,day,INR,80,110,640,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Welder,welder,nashik,mixed,daily,day,INR,95,125,760,1000,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,AC Technician,ac_technician,nashik,mixed,daily,day,INR,125,175,1000,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,nashik,mixed,daily,day,INR,75,100,600,800,1500,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Pest Control,pest_control,nashik,per_visit,per_visit,visit,INR,,,650,1100,1100,2200,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Handyman / General Helper,handyman,nashik,mixed,daily,day,INR,65,88,520,704,900,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Waterproofing Specialist,waterproofing,nashik,mixed,daily,day,INR,100,140,800,1120,1500,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,False Ceiling Specialist,false_ceiling,nashik,mixed,daily,day,INR,100,138,800,1104,1500,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Interior Designer (Basic),interior_designer,nashik,mixed,daily,day,INR,200,320,1600,2560,2600,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Roofer,roofer,nashik,mixed,daily,day,INR,82,112,656,896,1200,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Flooring Specialist,flooring,nashik,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,nashik,mixed,daily,day,INR,82,110,656,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Geyser / Water Heater Repair,geyser_repair,nashik,per_visit,per_visit,visit,INR,,,280,440,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,RO / Water Purifier Service,ro_service,nashik,per_visit,per_visit,visit,INR,,,200,360,299,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Washing Machine Repair,washing_machine_repair,nashik,per_visit,per_visit,visit,INR,,,300,500,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,TV / Electronics Repair,tv_repair,nashik,per_visit,per_visit,visit,INR,,,240,420,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Mobile Phone Repair,mobile_repair,nashik,per_visit,per_visit,visit,INR,,,180,360,249,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Computer / Laptop Repair,computer_repair,nashik,per_visit,per_visit,visit,INR,,,240,440,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,nashik,per_visit,per_visit,visit,INR,,,480,840,900,1800,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Landscaping / Gardener,landscaping,nashik,mixed,daily,day,INR,55,78,440,624,750,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Security Guard,security_guard,nashik,mixed,daily,day,INR,58,80,580,800,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Driver / Chauffeur,driver,nashik,mixed,daily,day,INR,82,108,820,1080,1350,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Packers & Movers,packers_movers,nashik,per_visit,per_visit,visit,INR,,,1800,3200,2800,6500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Construction Labour / Demolition,construction_labour,nashik,mixed,daily,day,INR,70,95,560,760,950,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Nashik,Maharashtra,Tier 2,Other,other,nashik,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Painter,painter,aurangabad,mixed,daily,day,INR,80,110,650,880,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Plumber,plumber,aurangabad,mixed,daily,day,INR,90,125,720,1000,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Electrician,electrician,aurangabad,mixed,daily,day,INR,85,115,680,920,1400,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Carpenter,carpenter,aurangabad,mixed,daily,day,INR,85,115,680,920,1400,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Mason / Bricklayer,mason,aurangabad,mixed,daily,day,INR,82,110,655,880,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Tiler,tiler,aurangabad,mixed,daily,day,INR,80,110,640,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Welder,welder,aurangabad,mixed,daily,day,INR,95,125,760,1000,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,AC Technician,ac_technician,aurangabad,mixed,daily,day,INR,125,175,1000,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,aurangabad,mixed,daily,day,INR,75,100,600,800,1500,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Pest Control,pest_control,aurangabad,per_visit,per_visit,visit,INR,,,650,1100,1100,2200,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Handyman / General Helper,handyman,aurangabad,mixed,daily,day,INR,65,88,520,704,900,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Waterproofing Specialist,waterproofing,aurangabad,mixed,daily,day,INR,100,140,800,1120,1500,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,False Ceiling Specialist,false_ceiling,aurangabad,mixed,daily,day,INR,100,138,800,1104,1500,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Interior Designer (Basic),interior_designer,aurangabad,mixed,daily,day,INR,200,320,1600,2560,2600,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Roofer,roofer,aurangabad,mixed,daily,day,INR,82,112,656,896,1200,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Flooring Specialist,flooring,aurangabad,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,aurangabad,mixed,daily,day,INR,82,110,656,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Geyser / Water Heater Repair,geyser_repair,aurangabad,per_visit,per_visit,visit,INR,,,280,440,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,RO / Water Purifier Service,ro_service,aurangabad,per_visit,per_visit,visit,INR,,,200,360,299,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Washing Machine Repair,washing_machine_repair,aurangabad,per_visit,per_visit,visit,INR,,,300,500,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,TV / Electronics Repair,tv_repair,aurangabad,per_visit,per_visit,visit,INR,,,240,420,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Mobile Phone Repair,mobile_repair,aurangabad,per_visit,per_visit,visit,INR,,,180,360,249,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Computer / Laptop Repair,computer_repair,aurangabad,per_visit,per_visit,visit,INR,,,240,440,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,aurangabad,per_visit,per_visit,visit,INR,,,480,840,900,1800,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Landscaping / Gardener,landscaping,aurangabad,mixed,daily,day,INR,55,78,440,624,750,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Security Guard,security_guard,aurangabad,mixed,daily,day,INR,58,80,580,800,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Driver / Chauffeur,driver,aurangabad,mixed,daily,day,INR,82,108,820,1080,1350,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Packers & Movers,packers_movers,aurangabad,per_visit,per_visit,visit,INR,,,1800,3200,2800,6500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Construction Labour / Demolition,construction_labour,aurangabad,mixed,daily,day,INR,70,95,560,760,950,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Aurangabad,Maharashtra,Tier 2,Other,other,aurangabad,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Painter,painter,solapur,mixed,daily,day,INR,80,110,650,880,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Plumber,plumber,solapur,mixed,daily,day,INR,90,125,720,1000,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Electrician,electrician,solapur,mixed,daily,day,INR,85,115,680,920,1400,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Carpenter,carpenter,solapur,mixed,daily,day,INR,85,115,680,920,1400,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Mason / Bricklayer,mason,solapur,mixed,daily,day,INR,82,110,655,880,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Tiler,tiler,solapur,mixed,daily,day,INR,80,110,640,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Welder,welder,solapur,mixed,daily,day,INR,95,125,760,1000,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,AC Technician,ac_technician,solapur,mixed,daily,day,INR,125,175,1000,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Deep Cleaning / Housekeeping,deep_cleaning,solapur,mixed,daily,day,INR,75,100,600,800,1500,2800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Pest Control,pest_control,solapur,per_visit,per_visit,visit,INR,,,650,1100,1100,2200,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Handyman / General Helper,handyman,solapur,mixed,daily,day,INR,65,88,520,704,900,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Waterproofing Specialist,waterproofing,solapur,mixed,daily,day,INR,100,140,800,1120,1500,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,False Ceiling Specialist,false_ceiling,solapur,mixed,daily,day,INR,100,138,800,1104,1500,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Interior Designer (Basic),interior_designer,solapur,mixed,daily,day,INR,200,320,1600,2560,2600,5500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Roofer,roofer,solapur,mixed,daily,day,INR,82,112,656,896,1200,2100,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Flooring Specialist,flooring,solapur,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Furniture Assembler / Carpenter,furniture_assembler,solapur,mixed,daily,day,INR,82,110,656,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Geyser / Water Heater Repair,geyser_repair,solapur,per_visit,per_visit,visit,INR,,,280,440,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,RO / Water Purifier Service,ro_service,solapur,per_visit,per_visit,visit,INR,,,200,360,299,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Washing Machine Repair,washing_machine_repair,solapur,per_visit,per_visit,visit,INR,,,300,500,499,999,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,TV / Electronics Repair,tv_repair,solapur,per_visit,per_visit,visit,INR,,,240,420,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Mobile Phone Repair,mobile_repair,solapur,per_visit,per_visit,visit,INR,,,180,360,249,599,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Computer / Laptop Repair,computer_repair,solapur,per_visit,per_visit,visit,INR,,,240,440,349,749,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Sofa / Upholstery Cleaning,sofa_cleaning,solapur,per_visit,per_visit,visit,INR,,,480,840,900,1800,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Landscaping / Gardener,landscaping,solapur,mixed,daily,day,INR,55,78,440,624,750,1400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Security Guard,security_guard,solapur,mixed,daily,day,INR,58,80,580,800,1100,1800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Driver / Chauffeur,driver,solapur,mixed,daily,day,INR,82,108,820,1080,1350,2200,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Packers & Movers,packers_movers,solapur,per_visit,per_visit,visit,INR,,,1800,3200,2800,6500,per_visit,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Construction Labour / Demolition,construction_labour,solapur,mixed,daily,day,INR,70,95,560,760,950,1600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Solapur,Maharashtra,Tier 2,Other,other,solapur,mixed,daily,day,INR,82,110,656,880,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Painter,painter,kolhapur,mixed,daily,day,INR,80,110,650,880,1000,1700,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Plumber,plumber,kolhapur,mixed,daily,day,INR,90,125,720,1000,1500,2600,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Electrician,electrician,kolhapur,mixed,daily,day,INR,85,115,680,920,1400,2500,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Carpenter,carpenter,kolhapur,mixed,daily,day,INR,85,115,680,920,1400,2400,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Mason / Bricklayer,mason,kolhapur,mixed,daily,day,INR,82,110,655,880,1100,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Tiler,tiler,kolhapur,mixed,daily,day,INR,80,110,640,880,1100,1900,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,Welder,welder,kolhapur,mixed,daily,day,INR,95,125,760,1000,1200,2000,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
Kolhapur,Maharashtra,Tier 2,AC Technician,ac_technician,kolhapur,mixed,daily,day,INR,125,175,1000,1400,2200,3800,per_day_equiv,2025-01-01,,TRUE,csv_bootstrap,0.75
